Open time,Open,High,Low,Close,Volume
10/1/2017,4378.49,4406.52,4240.04,4378.48,726.963685
10/2/2017,4400,4561.63,4360,4380,655.756974
10/3/2017,4380,4467.33,4180.8,4310,1082.323563
10/4/2017,4314.9,4373,4142,4208.59,868.465101
10/5/2017,4208.59,4355,4110,4292.43,779.138638
10/6/2017,4318.99,4417,4292,4369,506.529176
10/7/2017,4369,4479.5,4312.56,4423,297.5975
10/8/2017,4425,4658,4425,4640,518.462004
10/9/2017,4640,4889.98,4550,4786.95,646.463145
10/10/2017,4786.95,4960,4680.59,4783.06,1043.221773
10/11/2017,4783.06,4881.61,4710,4821.43,753.429396
10/12/2017,4821.43,5439.99,4810.16,5430,1276.701482
10/13/2017,5439.99,5846.17,5379.84,5649.98,1879.82762
10/14/2017,5650,5900,5580.01,5869.99,970.759046
10/15/2017,5855.03,5922.3,5400.01,5709.99,1343.523375
10/16/2017,5710,5788.91,5585.19,5760.02,1528.996462
10/17/2017,5760,5774.98,5508.63,5595,1429.869376
10/18/2017,5595,5596,5037.95,5512.06,2317.804373
10/19/2017,5513,5710,5490.26,5683.9,1881.722107
10/20/2017,5683.31,6110,5600,6010.01,1972.97722
10/21/2017,6013.72,6171,5850.03,6024.97,1664.307693
10/22/2017,6003.27,6060,5720.03,5950.02,1362.092216
10/23/2017,5975,6080,5621.03,5915.93,1812.557715
10/24/2017,5909.47,5925,5450,5477.03,2580.418767
10/25/2017,5506.92,5704.96,5286.98,5689.99,2282.813205
10/26/2017,5670.1,5939.99,5650,5861.77,1972.965882
10/27/2017,5861.77,5980,5649.24,5768.83,1403.706416
10/28/2017,5768.79,5850.02,5630.03,5719.64,1276.754412
10/29/2017,5709.98,6189.88,5648.01,6169.98,1804.778173
10/30/2017,6133.01,6248.68,6030,6120.5,1473.687043
10/31/2017,6120.52,6498.01,6100,6463,1511.774925
11/1/2017,6463,6774.67,6338.02,6753.98,1675.615188
11/2/2017,6753.98,7300,6685.1,7019.98,2503.610803
11/3/2017,7010.31,7346.34,6923,7115.04,1891.497592
11/4/2017,7115.02,7480.99,6901,7357.09,1399.191767
11/5/2017,7357.27,7590.25,7279.02,7345.01,1207.83233
11/6/2017,7345.1,7401,6906,6960.12,1763.019261
11/7/2017,6981.72,7198.49,6901,7064.04,1440.259494
11/8/2017,7070,7770.02,6651,7303,2822.298802
11/9/2017,7303.01,7392,7015,7079.99,1913.398308
11/10/2017,7079,7279.91,6255.01,6506.98,3254.704105
11/11/2017,6503,6797.98,6100,6245.05,2754.156861
11/12/2017,6245.05,6630,5325.01,5811.03,4968.483069
11/13/2017,5839.94,6697.47,5699.99,6465.99,2621.243039
11/14/2017,6465.99,6684.98,6311.07,6574.99,1254.292531
11/15/2017,6575.99,7298,6575.99,7240.06,1779.605845
11/16/2017,7240.14,7940,7076,7864.5,2331.95675
11/17/2017,7876.98,7989,7451,7699.19,3982.395925
11/18/2017,7680.01,7819.99,7422,7761.94,3954.266477
11/19/2017,7761.94,8123.15,7650.33,8038,3867.340444
11/20/2017,8057.11,8319.99,7954,8212,3886.634348
11/21/2017,8212.49,8400,7801,8119.51,4544.474016
11/22/2017,8091.09,8322.68,8091.09,8205.92,3545.00571
11/23/2017,8233.03,8260,8000,8019.99,4093.952687
11/24/2017,8019.97,8369,7850,8138,4411.789112
11/25/2017,8138.99,8734.78,8090,8700.01,4292.623682
11/26/2017,8700.04,9350,8604.72,9128.02,4147.380237
11/27/2017,9128,9654.28,9112.04,9650,4521.625707
11/28/2017,9650,9939,9570.5,9896.8,4917.210985
11/29/2017,9896.79,11300.03,8520,9687.88,13352.53872
11/30/2017,9687.88,10900,8850.8,9838.96,9389.574329
12/1/2017,9837,10898,9380,10782.99,6134.923633
12/2/2017,10775.04,11190,10620,10890.01,4765.439757
12/3/2017,10902.69,11825,10500,11165.41,5346.636524
12/4/2017,11165.41,11600,10802,11579,4663.424562
12/5/2017,11571.03,11853,11447.68,11699.99,5550.732055
12/6/2017,11699.99,13615.23,11665.58,13550.05,6707.946319
12/7/2017,13541.01,16649.96,13050,16599,7487.065695
12/8/2017,16599,17204.99,14015,15880,17589.01314
12/9/2017,15880.01,16269.3,12535,14656.07,13918.75869
12/10/2017,14664.01,15720.12,12368,14899.98,16553.03717
12/11/2017,14946.26,17470,14901.08,16587.97,11820.40176
12/12/2017,16587.97,16976.45,15875,16349.99,9436.802411
12/13/2017,16349.99,16546,14666.56,16033.29,12416.3288
12/14/2017,16030.34,16445,15450,16334.98,11616.86715
12/15/2017,16334.98,17991,16298.45,17539.83,9181.273947
12/16/2017,17516.81,19539,17190.01,19102.66,4202.628709
12/17/2017,19120.19,19798.68,18510,18860.02,9177.183434
12/18/2017,18860.04,19300,17029.98,18856.25,10624.63307
12/19/2017,18856.25,18950,16300,17295.2,13210.74822
12/20/2017,17295.2,17720.35,14777.66,16488.98,13450.49669
12/21/2017,16480.52,17309.5,14022,15492.64,20324.2173
12/22/2017,15514.03,15699.34,10961,13326.61,36076.27118
12/23/2017,13326.61,14950,12978.18,13300,13141.53888
12/24/2017,13300,13819.99,11640,13500,28557.53499
12/25/2017,13500,14300,12708,13699.34,15748.20761
12/26/2017,13699.34,16050,13533,15689.01,15034.6681
12/27/2017,15709.98,16498.05,14200.15,15459.99,14959.86472
12/28/2017,15459.97,15539.99,13150,14182.11,21717.85801
12/29/2017,14199.14,14981,13850,14378.9,18072.00812
12/30/2017,14378.99,14398.85,11750,12440.01,19221.15804
12/31/2017,12345.1,14050.11,12149.98,13716.36,11768.98972
1/1/2018,13715.65,13818.55,12750,13380,8609.915844
1/2/2018,13382.16,15473.49,12890.02,14675.11,20078.09211
1/3/2018,14690,15307.56,14150,14919.51,15905.66764
1/4/2018,14919.51,15280,13918.04,15059.54,21329.64957
1/5/2018,15059.56,17176.24,14600,16960.39,23251.49113
1/6/2018,16960.39,17143.13,16011.21,17069.79,18571.45751
1/7/2018,17069.79,17099.96,15610,16150.03,12493.12556
1/8/2018,16218.85,16322.3,12812,14902.54,26600.60991
1/9/2018,14902.54,15500,14011.05,14400,14315.00425
1/10/2018,14401,14955.66,13131.31,14907.09,17411.00166
1/11/2018,14940,14968.68,11400,13238.78,33554.72375
1/12/2018,13238.76,14109.78,12500,13740.01,16417.16214
1/13/2018,13749.95,14580,13706.15,14210,12221.50853
1/14/2018,14210,14339.5,12569.2,13474.99,17017.89433
1/15/2018,13477.98,14249.99,13147.79,13539.93,14652.09471
1/16/2018,13500,13542.93,9035,10900,63401.16918
1/17/2018,10899.99,11680.99,9037.94,10988.79,72331.79665
1/18/2018,10972.59,11878.82,10435.33,10961.97,48464.43494
1/19/2018,10960,11795,10360,11474.98,34129.37542
1/20/2018,11474.98,13099,11412.45,12799.94,28768.85783
1/21/2018,12799.8,12799.8,10965,11530,41379.77343
1/22/2018,11530,11926.35,9900.24,10760.05,43752.60679
1/23/2018,10760.05,11399,9905,10799.18,37473.92255
1/24/2018,10799.14,11570.48,10500,11349.99,27158.58776
1/25/2018,11349.96,11794.05,10950.21,11175.27,20839.95418
1/26/2018,11184.7,11643,10311.15,11089,33056.87196
1/27/2018,11089,11650,10842.69,11491,18860.76835
1/28/2018,11499.98,12244,11408,11879.95,16887.33952
1/29/2018,11879.95,11975.02,11139.55,11251,14170.37754
1/30/2018,11250.11,11308.42,9900,10237.51,25554.37295
1/31/2018,10230,10425.85,9700,10285.1,18015.95681
2/1/2018,10285.1,10335,8750.99,9224.52,33564.76431
2/2/2018,9224.52,9250,8010.02,8873.03,49971.62698
2/3/2018,8873.03,9473.01,8229,9199.96,28725.00074
2/4/2018,9199.96,9368,7930,8184.81,32014.30845
2/5/2018,8179.99,8382.8,6625,6939.99,63403.18258
2/6/2018,6939.63,7878,6000.01,7652.14,100201.5003
2/7/2018,7655.02,8476,7150.01,7599,60778.4605
2/8/2018,7599,7844,7572.09,7784.02,1521.537318
2/9/2018,7789.9,8738,7789.9,8683.92,20482.91083
2/10/2018,8683.93,9065.78,8120,8533.98,49381.51265
2/11/2018,8533.99,8549,7726.53,8063.88,45025.18795
2/12/2018,8063.82,8989,8053,8903,41987.85049
2/13/2018,8903,8950,8351,8539.9,35454.97296
2/14/2018,8535.17,9489.6,8533,9449.99,40811.95287
2/15/2018,9449.98,10219.5,9301.5,10000.09,52427.59672
2/16/2018,10000.89,10323.37,9666,10159.98,38161.20597
2/17/2018,10156.07,11075.07,10050,11039.55,41882.10841
2/18/2018,11039.55,11274,10080,10383.43,61137.38073
2/19/2018,10375.01,11250,10270.33,11153,40831.41713
2/20/2018,11147.11,11786.01,11100.59,11200.99,48153.35429
2/21/2018,11195.07,11304.03,10200,10437.6,68113.81875
2/22/2018,10439.02,10933.44,9679,9811.04,67060.16648
2/23/2018,9815.55,10435,9570.19,10131.04,57202.70237
2/24/2018,10131.04,10496.97,9352,9694.51,40888.1563
2/25/2018,9694.51,9847,9274.8,9590,28373.51759
2/26/2018,9590,10444.32,9350,10324,34878.29276
2/27/2018,10321,10870,10121,10569.04,30705.38512
2/28/2018,10584.33,11098,10300,10326.76,30800.98378
3/1/2018,10325.64,11060.41,10240,10920,25092.55393
3/2/2018,10923.36,11200,10770,11039,23910.71009
3/3/2018,11038.99,11544,11015.01,11464.48,21287.15328
3/4/2018,11464.47,11565,11050.02,11515,17295.91865
3/5/2018,11515,11710,11415.01,11454,15144.23106
3/6/2018,11455,11455,10555.48,10716.48,29515.57236
3/7/2018,10716.48,10899,9389.31,9910,50647.67108
3/8/2018,9910,10099,9060,9271.64,41109.47323
3/9/2018,9267.07,9410,8329,9227,64112.29141
3/10/2018,9230,9490,8667.07,8770.22,37180.01286
3/11/2018,8770.22,9740,8450,9533.57,44325.97339
3/12/2018,9533.57,9888.88,8780,9131.34,42230.77793
3/13/2018,9131.34,9474,8823,9150,40191.40936
3/14/2018,9151.92,9333.78,7900.28,8170,49708.09411
3/15/2018,8184.01,8430,7650,8240.98,52291.02228
3/16/2018,8240.98,8611.64,7900,8260,38815.40989
3/17/2018,8260,8348.62,7721.99,7824.8,33110.20633
3/18/2018,7824.01,8317.4,7322,8189.99,59488.23171
3/19/2018,8189,8705.23,8088.4,8600,55297.08494
3/20/2018,8595.01,9050,8280,8909.98,44865.10584
3/21/2018,8909.96,9177.01,8750.6,8885,39972.40537
3/22/2018,8884.82,9100,8465.1,8722.9,40617.55681
3/23/2018,8720,8909,8269,8898.03,39991.00767
3/24/2018,8898.04,8999.95,8491,8546.86,35466.60957
3/25/2018,8531.25,8669.85,8365.77,8470.15,29001.76932
3/26/2018,8470.14,8514.89,7831,8134.23,44033.59566
3/27/2018,8134.22,8215.94,7730,7795.51,37427.64805
3/28/2018,7795.51,8109,7728,7949.3,26401.33167
3/29/2018,7949.3,7975,6941.11,7090.14,54620.91513
3/30/2018,7090.16,7292.43,6600.1,6840.23,65306.03198
3/31/2018,6840.24,7223.36,6777,6923.91,36868.53909
4/1/2018,6922,7049.98,6430,6813.01,44071.43046
4/2/2018,6813.01,7125,6765,7056,32123.56007
4/3/2018,7063.97,7520,7011.01,7405.21,37787.33181
4/4/2018,7405.21,7427.52,6707,6796.1,42227.1838
4/5/2018,6796.1,6902,6566.69,6770.76,39029.73146
4/6/2018,6770,6850,6500,6601.39,27455.01192
4/7/2018,6601.39,7070,6586.28,6895.8,32269.57827
4/8/2018,6895.81,7109.13,6880,7018,21427.67317
4/9/2018,7011.04,7185,6611,6782.72,34078.29721
4/10/2018,6781.55,6890,6656,6843.9,22326.7281
4/11/2018,6839.56,6990,6787,6953.79,23997.87118
4/12/2018,6953.78,8012.23,6743.2,7923,64861.59599
4/13/2018,7922.99,8233.39,7732,7877.41,55044.52315
4/14/2018,7877.48,8186,7810,7999.01,31621.28636
4/15/2018,8004,8429.54,7999.02,8355,27946.72044
4/16/2018,8355.07,8419,7867,8064.92,36664.06972
4/17/2018,8064.92,8173.7,7825.4,7885.02,32152.60357
4/18/2018,7890.96,8236.43,7868,8173,26969.04457
4/19/2018,8173.99,8296,8080,8278,27113.84746
4/20/2018,8273.84,8930,8177.09,8856.98,39795.33749
4/21/2018,8852.12,9035,8565,8915.31,40872.22991
4/22/2018,8915.31,9020.67,8727.68,8787.02,29458.25348
4/23/2018,8785.7,8985,8745,8934.01,25838.11471
4/24/2018,8934,9731.01,8922,9619.99,46268.79011
4/25/2018,9618.96,9759.82,8730,8869.99,81110.03759
4/26/2018,8869.99,9307.48,8651.62,9266,43300.30425
4/27/2018,9267.03,9395,8889,8915.35,37241.34704
4/28/2018,8915.35,9427.48,8870,9348,34759.62842
4/29/2018,9348,9570.51,9163.74,9419,38149.85004
4/30/2018,9417.04,9458.64,9124.99,9246.01,35002.03388
5/1/2018,9246.01,9248.99,8800.49,9071.48,41018.46363
5/2/2018,9071.48,9268,8970.2,9247.84,26123.54396
5/3/2018,9247.81,9844,9168.4,9750,38768.38829
5/4/2018,9750,9830.04,9520.85,9713.99,28681.58888
5/5/2018,9714,10020,9682,9864,24990.01835
5/6/2018,9863.99,9970,9417.03,9659.01,27690.35156
5/7/2018,9661.02,9689.67,9181,9365,33787.64001
5/8/2018,9365,9475.7,9060.54,9187.56,25533.83189
5/9/2018,9178,9390,8965,9310,25673.5249
5/10/2018,9310,9395.12,8970,9002.2,25055.06372
5/11/2018,9002.21,9016.8,8341,8400,48227.04806
5/12/2018,8405.94,8646.88,8153,8465.94,40241.32081
5/13/2018,8475.44,8763.36,8298,8679.71,25632.86936
5/14/2018,8679.71,8879.99,8277,8663.34,37389.66653
5/15/2018,8663.37,8859.99,8401.3,8462,28126.95614
5/16/2018,8462,8488,8083.01,8330,31130.71891
5/17/2018,8330,8464,7979,8041.46,25439.8448
5/18/2018,8038.82,8273.21,7911.9,8239.81,23476.15825
5/19/2018,8238.01,8390.8,8095.73,8233.49,17193.42428
5/20/2018,8233.49,8609,8163.9,8526.98,19957.05711
5/21/2018,8526.97,8595.31,8305,8381.24,21516.59649
5/22/2018,8386.89,8400.18,7935.11,7977.11,23710.90286
5/23/2018,7977.12,8031.9,7425,7501.95,42910.66677
5/24/2018,7501.95,7730.73,7266.99,7575.01,37845.4466
5/25/2018,7578.99,7649.55,7308.15,7457,26739.95664
5/26/2018,7456.99,7620,7300,7333.96,19464.08607
5/27/2018,7334,7400,7231.11,7338.99,18706.94552
5/28/2018,7338.99,7437,7058.02,7099,27219.43896
5/29/2018,7099,7540,7032.95,7461.29,39407.21183
5/30/2018,7467.98,7569,7260.5,7375.96,32041.58362
5/31/2018,7382.07,7699,7327.51,7485.01,30776.0631
6/1/2018,7485.01,7608.55,7355.54,7521.01,28259.12408
6/2/2018,7521.01,7697.33,7437,7640.03,26720.69022
6/3/2018,7636.81,7786.69,7600,7714.26,27505.15895
6/4/2018,7714.26,7760.52,7446.5,7487,32258.83512
6/5/2018,7487,7679.49,7358,7625,31722.97338
6/6/2018,7626.64,7699,7467.05,7658.84,27229.9919
6/7/2018,7658.79,7765,7620,7691.08,25062.2272
6/8/2018,7691.08,7703.5,7531,7603.44,23396.80467
6/9/2018,7603.44,7683.98,7450,7491.73,19339.88518
6/10/2018,7491.73,7491.73,6622.81,6764.99,52342.02003
6/11/2018,6765,6922,6610,6872,34552.1623
6/12/2018,6872,6890.51,6435,6530,36722.21119
6/13/2018,6530,6627.6,6118.68,6292.78,46185.5181
6/14/2018,6292.78,6720,6260,6635.98,44478.13084
6/15/2018,6638.67,6666.66,6362.31,6388.9,30018.32991
6/16/2018,6380.01,6560,6320.86,6483.98,22277.24115
6/17/2018,6482.5,6589.03,6422,6449.61,19847.24769
6/18/2018,6444.06,6794.38,6380,6712.46,31821.435
6/19/2018,6711.39,6841.74,6653,6741.21,24311.42114
6/20/2018,6740,6817.23,6551.81,6761.51,26359.75245
6/21/2018,6763.21,6795,6672.57,6718.84,25428.85405
6/22/2018,6717.69,6733.97,5918.94,6045,52157.37083
6/23/2018,6045.92,6260,6008.48,6149.98,26622.78859
6/24/2018,6149.98,6259.8,5750,6136.97,47445.99896
6/25/2018,6137.95,6350,6061.97,6252,39164.51531
6/26/2018,6252,6272.54,6035,6070.78,19377.24048
6/27/2018,6065.89,6190.43,5971,6133.73,19225.6711
6/28/2018,6134.73,6173.01,5827,5853.98,30585.26603
6/29/2018,5851.01,6300,5780,6197.92,33911.28728
6/30/2018,6197.92,6528.99,6186.03,6390.07,37919.61284
7/1/2018,6391.08,6441.06,6251,6356.81,27562.96597
7/2/2018,6360.82,6685,6271.62,6615.29,36230.45226
7/3/2018,6615.29,6679.35,6463.01,6513.86,38657.78169
7/4/2018,6511.01,6784.92,6441.11,6586.98,23571.89278
7/5/2018,6585.53,6712,6453.33,6529.2,35071.9729
7/6/2018,6529.2,6648.54,6425,6609.78,29397.09475
7/7/2018,6609.79,6818.16,6508.88,6756.98,23973.87689
7/8/2018,6753.48,6780,6667.44,6712.1,24622.94779
7/9/2018,6712.1,6802.06,6612.24,6662.12,26732.40655
7/10/2018,6662.78,6681,6263,6296.91,38560.6727
7/11/2018,6296.91,6406,6278.99,6378.07,28715.49849
7/12/2018,6378.07,6380.28,6070,6250.57,31306.66335
7/13/2018,6251.4,6350,6110,6214.57,26375.32529
7/14/2018,6214.57,6335,6178,6251.99,17783.072
7/15/2018,6250.9,6395,6225.4,6353.01,22979.21151
7/16/2018,6354.15,6747.3,6330.4,6723.35,36204.87708
7/17/2018,6723.33,7468.99,6652.04,7317.44,52105.42346
7/18/2018,7317.44,7588.08,7225.38,7381.9,59487.64345
7/19/2018,7381.88,7576.28,7270,7466.21,41218.25644
7/20/2018,7468.86,7700,7273,7337.53,46140.31345
7/21/2018,7337.47,7458.47,7211,7398.78,28886.49029
7/22/2018,7399.25,7582.4,7335.5,7394.79,30270.21844
7/23/2018,7394.78,7833,7375,7721.01,41646.34667
7/24/2018,7721.65,8486,7696,8397.24,60121.16375
7/25/2018,8397.24,8491.77,8050,8175.64,48257.64912
7/26/2018,8175.63,8315.69,7850.06,7920,43223.48168
7/27/2018,7920,8285,7805,8188.57,43671.00589
7/28/2018,8188.57,8246.54,8067,8225.04,26215.17384
7/29/2018,8225.04,8294.51,8115,8211,25531.22619
7/30/2018,8210.99,8273,7866,8173.92,39692.41654
7/31/2018,8171.4,8180,7633,7730.93,48296.91559
8/1/2018,7735.67,7750,7430,7604.58,42582.31293
8/2/2018,7600.08,7709.46,7455.72,7525.71,37665.69668
8/3/2018,7525.71,7540,7282.44,7418.78,44669.48605
8/4/2018,7412.27,7494.81,6926,7009.84,36288.42601
8/5/2018,7009.84,7089.87,6882.29,7024.19,32894.84978
8/6/2018,7024.19,7160,6821,6934.82,32760.19164
8/7/2018,6935,7150.46,6670,6720.06,45438.4735
8/8/2018,6720.63,6721.54,6123,6285,59550.53632
8/9/2018,6283.27,6622.81,6178.6,6529.79,51941.18511
8/10/2018,6529.79,6575.88,6026.39,6144.01,59034.9749
8/11/2018,6148.13,6488,5971,6232.35,47133.41856
8/12/2018,6222.55,6472.3,6130,6308.33,38567.77071
8/13/2018,6308.56,6545,6145.04,6246.35,53895.82878
8/14/2018,6248.25,6250.33,5880,6188.08,50186.74509
8/15/2018,6188.08,6609,6172.11,6267.16,68806.68703
8/16/2018,6265.27,6480,6205.6,6311.75,48515.25462
8/17/2018,6316,6585,6285.4,6584.49,57851.6108
8/18/2018,6579.04,6620,6288,6387.96,53742.32217
8/19/2018,6387.96,6541,6300,6477.53,45190.84799
8/20/2018,6477.53,6530,6220,6254.84,49435.55526
8/21/2018,6251,6500,6235.08,6480,41569.94741
8/22/2018,6479.98,6882.54,6251.2,6360.89,77909.39136
8/23/2018,6362.57,6576.99,6342.28,6525.01,40358.16683
8/24/2018,6525,6725,6440.5,6681.64,38305.67532
8/25/2018,6686.98,6789,6650.61,6733.64,19220.50593
8/26/2018,6733.64,6775.27,6568,6700,20107.29721
8/27/2018,6700,6940.51,6646.5,6908.64,37747.07875
8/28/2018,6907.26,7135,6860,7076.11,48352.91716
8/29/2018,7077,7133.81,6912.34,7031.22,43252.48739
8/30/2018,7033.21,7063.63,6784.81,6984.84,44716.77462
8/31/2018,6984.84,7089,6888,7011.21,40467.40064
9/1/2018,7011.21,7275,7008.74,7200.01,40323.41409
9/2/2018,7201.57,7345.45,7127,7302.01,39814.84035
9/3/2018,7302,7338.28,7191.63,7263.02,32396.01837
9/4/2018,7263,7410,7227.17,7359.06,35300.64052
9/5/2018,7359.05,7397.3,6682,6700,63715.25627
9/6/2018,6697.27,6725,6265,6516.01,60644.46423
9/7/2018,6516.84,6544,6320,6395.54,38906.28805
9/8/2018,6395.54,6478,6111,6185.05,38215.03217
9/9/2018,6185.06,6441,6141.53,6250.81,37053.92382
9/10/2018,6252.26,6373.98,6221,6312,32439.45643
9/11/2018,6311.99,6404,6169.68,6294.91,33104.88859
9/12/2018,6293,6360,6192.37,6338.62,31433.64594
9/13/2018,6338.62,6535,6337.4,6487.38,40465.06311
9/14/2018,6487.39,6584.99,6385.62,6476.63,37173.33928
9/15/2018,6476.63,6565.45,6466.13,6514.96,25243.65661
9/16/2018,6514.96,6524.62,6370,6505,27568.1329
9/17/2018,6500.08,6533.84,6201,6248.69,35987.25474
9/18/2018,6248.69,6390,6224.98,6336.45,32620.86667
9/19/2018,6336.39,6517.7,6123,6391.89,39044.08008
9/20/2018,6392,6540,6325,6492,25189.02473
9/21/2018,6492,6784.86,6491,6759.02,51779.34346
9/22/2018,6759.01,6839.03,6627,6723.05,29349.69067
9/23/2018,6723.05,6788.23,6661.75,6708,30286.22977
9/24/2018,6706.81,6730,6557,6581.39,35305.73991
9/25/2018,6581.42,6584.01,6325.02,6447.54,40301.02945
9/26/2018,6445.11,6557.99,6379.7,6465.12,33484.54207
9/27/2018,6467.84,6750,6434,6689.13,33087.4283
9/28/2018,6689.12,6814.8,6540.88,6634.58,42399.44852
9/29/2018,6634.58,6636,6464.57,6596.38,30255.9597
9/30/2018,6597.66,6662,6542.48,6603.03,17488.79349
